age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,smoke,bmi,active,label
39, Private,147258, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,20.290771690130935,0.0,0
39, Private,167728, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0.0,22.23387628957448,0.0,1
50, Private,171225, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,40, Philippines,1.0,22.04035948762789,1.0,1
36, Private,116608, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,1.0,23.456044892923327,0.0,0
17, Private,130795, 10th,6, Never-married, Other-service, Own-child, White, Male,20, United-States,1.0,25.890188436341727,0.0,0
26, Private,35917, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,50, United-States,0.0,25.732494385251673,1.0,0
57, Private,173090, HS-grad,9, Widowed, Sales, Unmarried, White, Female,32, United-States,1.0,23.354397172398123,1.0,0
22, Private,230574, 10th,6, Never-married, Transport-moving, Own-child, White, Male,25, United-States,0.0,22.588824919807855,0.0,0
30, Private,219110, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,46, United-States,0.0,24.461181182756768,0.0,0
20, Private,283499, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,30, United-States,1.0,25.857702962441877,0.0,0
55, Private,175942, HS-grad,9, Divorced, Priv-house-serv, Not-in-family, White, Female,40, France,0.0,22.520229483404368,0.0,0
28, Private,461929, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, Mexico,0.0,23.969045632052165,1.0,0
54, Local-gov,196307, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,0.0,23.47804762198885,0.0,0
31, Private,43819, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,43, United-States,0.0,23.85604465490685,1.0,1
28, Private,66777, Assoc-voc,11, Married-civ-spouse, Other-service, Other-relative, White, Female,40, United-States,0.0,24.70157643146125,1.0,0
55, Self-emp-not-inc,271795, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,0.0,21.10114158469488,1.0,0
19, Private,268392, HS-grad,9, Never-married, Sales, Unmarried, Black, Female,30, United-States,1.0,24.669748785905995,1.0,0
22, Private,263670, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,80, United-States,0.0,25.73626632860493,0.0,0
28, Private,251905, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,1.0,23.01199995977833,0.0,0
25, Private,169990, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0.0,30.31749044542355,0.0,0
46, Private,155659, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,0.0,19.851444695765192,1.0,1
19, Private,323605, 7th-8th,4, Never-married, Other-service, Not-in-family, White, Male,60, United-States,0.0,20.8684478665125,0.0,1
20, ?,201680, Some-college,10, Never-married, ?, Own-child, White, Male,35, United-States,0.0,23.55473424002781,0.0,0
22, Private,205970, 10th,6, Separated, Other-service, Unmarried, White, Female,35, United-States,0.0,26.33396215261841,0.0,0
62, Self-emp-not-inc,39630, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0.0,27.09612867992413,0.0,0
19, Private,530454, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,50, United-States,0.0,23.5580342491216,0.0,0
36, Private,93225, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0.0,24.397512753826145,0.0,0
37, Local-gov,264503, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,0.0,19.903952202786545,0.0,0
25, Self-emp-inc,148888, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,0.0,22.260740404677588,1.0,1
26, Private,238367, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,1.0,27.909869982750553,0.0,0
41, Private,175642, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Female,40, United-States,0.0,25.776444860922858,0.0,0
36, Private,156667, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,0.0,24.892861320900025,1.0,1
53, Self-emp-not-inc,98829, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,1.0,20.653129249600564,1.0,0
30, Private,43953, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,40, United-States,1.0,20.84919924514996,0.0,0
51, Private,193720, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,42, United-States,0.0,27.39539010007513,1.0,0
37, Self-emp-not-inc,258037, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,45, Cuba,0.0,24.72267611533887,1.0,1
38, Local-gov,162613, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,60, United-States,0.0,24.42026322888864,0.0,0
39, Private,101146, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States,0.0,22.368997955970173,0.0,0
54, Local-gov,34832, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,0.0,22.864110114133076,1.0,1
69, Private,159522, 7th-8th,4, Divorced, Machine-op-inspct, Unmarried, Black, Female,40, United-States,0.0,29.482751269435948,0.0,0
56, Self-emp-not-inc,175964, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,40, United-States,0.0,22.639273576402516,0.0,0
31, Federal-gov,210926, HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Female,40, United-States,0.0,24.26399425874672,0.0,0
32, Federal-gov,72338, Assoc-voc,11, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Male,40, United-States,1.0,24.247573067226767,0.0,0
37, Self-emp-not-inc,168496, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Male,10, United-States,0.0,26.335066741541446,1.0,0
17, Private,175465, 10th,6, Never-married, Other-service, Own-child, White, Female,14, United-States,0.0,22.874759960753806,0.0,0
22, Private,362623, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States,0.0,26.078737275341467,1.0,0
59, Self-emp-not-inc,81107, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,80, United-States,0.0,19.093687755353155,0.0,1
26, Private,105787, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,36, United-States,0.0,22.07900054060337,0.0,0
28, Private,34335, HS-grad,9, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,40, United-States,0.0,20.160140098266567,0.0,1
27, Private,245661, HS-grad,9, Separated, Machine-op-inspct, Own-child, White, Female,40, United-States,1.0,24.787923292342374,0.0,0
62, Private,122246, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Female,39, United-States,0.0,22.732470010451934,1.0,1
27, Private,167501, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,40, United-States,0.0,23.346852285856514,0.0,0
38, Self-emp-inc,107909, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0.0,22.875268906388055,0.0,1
33, Local-gov,120064, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,45, United-States,0.0,22.921852052998318,0.0,0
59, Private,229939, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,1.0,22.854414621729035,0.0,0
36, Self-emp-not-inc,347491, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, United-States,0.0,21.986787531312576,0.0,0
38, Private,290306, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,20.9972643455363,1.0,1
52, Self-emp-not-inc,123011, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,0.0,22.75943822180996,1.0,1
62, Self-emp-inc,245491, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,40, United-States,1.0,22.83227191501671,0.0,1
47, Private,427055, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,45, Mexico,0.0,24.20849296181272,0.0,0
27, Private,161155, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,0.0,21.61427153585672,0.0,0
18, Private,46247, Some-college,10, Never-married, Other-service, Own-child, White, Female,15, United-States,0.0,22.4427266180129,0.0,0
26, Private,76491, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,20, United-States,0.0,20.993479996405625,0.0,0
46, Private,216666, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Mexico,0.0,26.97522207028507,0.0,0
23, Private,352139, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,24, United-States,0.0,23.56587891417204,0.0,0
78, Private,182977, HS-grad,9, Widowed, Other-service, Not-in-family, Black, Female,40, United-States,0.0,26.749962988625303,0.0,0
54, Private,57758, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,68, United-States,0.0,21.118237601147786,0.0,1
26, Local-gov,283217, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,40, United-States,0.0,23.939987905235125,1.0,0
43, Private,185670, 1st-4th,2, Widowed, Prof-specialty, Unmarried, White, Female,21, Mexico,1.0,24.928003426888882,0.0,0
60, Private,232242, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,1.0,23.06332412560653,0.0,0
51, Private,311350, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0.0,23.56584084792027,1.0,1
17, Local-gov,246308, 11th,7, Never-married, Prof-specialty, Own-child, White, Female,20, Puerto-Rico,0.0,24.034939028903764,0.0,0
34, Private,150154, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,40, United-States,1.0,22.930577011510863,0.0,0
42, Private,288154, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,89, United-States,0.0,22.54826616959581,1.0,1
38, Private,259019, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,44, United-States,0.0,26.44687620116044,0.0,0
29, Private,355569, Assoc-voc,11, Never-married, Exec-managerial, Unmarried, White, Female,50, United-States,0.0,24.038849686980715,1.0,0
26, Private,213385, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,20, United-States,0.0,21.25973846056654,1.0,0
34, Self-emp-not-inc,353881, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,0.0,25.73010224216083,0.0,0
40, Self-emp-not-inc,167081, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,0.0,22.908763121287883,0.0,0
48, Private,99127, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States,0.0,25.10791641635373,0.0,0
39, Self-emp-not-inc,343476, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, Japan,0.0,22.67379782797252,0.0,1
26, Private,161007, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,30, United-States,0.0,24.919940072491713,1.0,0
34, ?,177304, 10th,6, Divorced, ?, Not-in-family, White, Male,40, Columbia,1.0,26.100916548242477,0.0,0
18, Private,53109, 11th,7, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,20, United-States,1.0,25.28372207120591,0.0,0
25, Private,215384, 11th,7, Never-married, Other-service, Not-in-family, White, Male,40, United-States,0.0,23.226938208381586,0.0,0
20, Private,170091, Some-college,10, Never-married, Other-service, Own-child, White, Female,35, United-States,1.0,22.382179177540845,0.0,0
33, Private,107248, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Male,45, United-States,0.0,21.565445939946137,1.0,0
48, Private,94342, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States,1.0,26.021065072423678,1.0,0
19, Private,168601, 11th,7, Never-married, Other-service, Other-relative, White, Male,30, United-States,0.0,23.47234371416225,0.0,0
54, State-gov,198186, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,38, United-States,0.0,21.901360445520773,1.0,0
50, Private,44368, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0.0,22.302417835477247,0.0,0
30, Private,209317, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,50, Dominican-Republic,0.0,25.25936546655429,0.0,0
50, Self-emp-not-inc,170562, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,20, United-States,0.0,23.91490390710767,1.0,0
18, Private,107277, 11th,7, Never-married, Sales, Own-child, White, Female,20, United-States,0.0,26.16855038659121,0.0,0
30, Private,326199, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,25.235265179271718,0.0,0
22, Private,189888, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,0.0,25.970571970641323,0.0,0
22, Private,138768, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,50, United-States,0.0,21.83351481198494,0.0,0
62, ?,181014, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,40, United-States,0.0,23.63872770025629,1.0,0
28, Private,70034, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,0.0,22.53433630031241,1.0,1
51, Private,120270, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0.0,21.554325392040194,0.0,1
32, ?,119522, Bachelors,13, Divorced, ?, Not-in-family, White, Male,50, United-States,0.0,21.690182142515894,0.0,0
31, Self-emp-not-inc,349148, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,48, United-States,0.0,22.325159040338157,1.0,0
56, State-gov,143931, Bachelors,13, Widowed, Prof-specialty, Not-in-family, White, Female,40, United-States,0.0,25.75080032084737,0.0,0
48, Private,185041, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,55, United-States,0.0,26.21032690635897,1.0,0
57, Private,329792, 7th-8th,4, Divorced, Transport-moving, Unmarried, White, Male,75, United-States,0.0,23.168184204712702,0.0,0
61, Local-gov,115023, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,0.0,25.429031551524645,1.0,0
53, Private,133436, 7th-8th,4, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States,0.0,23.59276580888471,0.0,0
29, Private,132686, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Male,40, United-States,0.0,21.196951950672133,0.0,0
26, Private,28443, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Female,40, United-States,0.0,24.942847355096568,0.0,0
71, Private,99894, 5th-6th,3, Widowed, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,75, United-States,0.0,23.149242406966923,0.0,0
19, Private,262515, 11th,7, Never-married, Other-service, Other-relative, White, Male,20, United-States,1.0,25.274604793437533,0.0,0
38, Local-gov,167440, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,20, United-States,0.0,24.629937992764173,0.0,0
35, Local-gov,145308, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,1.0,21.63683601600768,0.0,0
30, Private,167558, HS-grad,9, Never-married, Sales, Unmarried, White, Female,35, Mexico,0.0,23.581639697408495,1.0,0
26, Private,300290, 11th,7, Divorced, Adm-clerical, Own-child, White, Female,40, United-States,0.0,26.048895241488623,1.0,0
51, Private,106819, 7th-8th,4, Never-married, Handlers-cleaners, Own-child, White, Male,19, United-States,0.0,25.618411327796807,0.0,0
49, State-gov,36177, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,1.0,22.85451835958084,0.0,1
52, Federal-gov,192386, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0.0,23.98816712633076,1.0,0
46, Private,345073, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,48, United-States,0.0,20.722591908372554,0.0,1
20, Private,147884, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,1.0,25.70734285129692,0.0,0
37, Self-emp-inc,39089, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,0.0,19.781009006390523,0.0,1
30, Self-emp-not-inc,250499, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,55, United-States,0.0,22.264522820307537,1.0,1
59, Private,277034, HS-grad,9, Divorced, Tech-support, Unmarried, White, Male,60, United-States,0.0,22.45759473803629,1.0,1
43, ?,35523, Assoc-acdm,12, Divorced, ?, Not-in-family, White, Female,35, United-States,0.0,25.574798938295164,1.0,0
37, Private,210438, 11th,7, Never-married, Handlers-cleaners, Not-in-family, Black, Male,40, United-States,0.0,23.06502877969193,0.0,0
45, Self-emp-not-inc,43434, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States,0.0,23.88479862607583,1.0,0
31, Private,301168, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,40, Italy,0.0,25.79735291747012,1.0,0
27, ?,253873, Some-college,10, Divorced, ?, Not-in-family, White, Female,25, United-States,0.0,23.388485880644414,1.0,0
30, Local-gov,131776, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,0.0,26.143403676595998,0.0,0
50, Private,126592, HS-grad,9, Separated, Craft-repair, Not-in-family, Black, Male,40, United-States,0.0,23.308949404075516,0.0,0
43, Private,188905, 5th-6th,3, Separated, Machine-op-inspct, Not-in-family, White, Female,40, Mexico,1.0,24.00008001286735,0.0,0
42, Local-gov,104334, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, El-Salvador,0.0,20.67491792750593,0.0,0
52, Private,347519, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States,0.0,19.64560284876693,1.0,1
30, Private,252646, Some-college,10, Separated, Transport-moving, Not-in-family, White, Male,20, United-States,1.0,20.62808410603036,0.0,0
18, Private,182042, 11th,7, Never-married, Other-service, Own-child, White, Female,19, United-States,0.0,21.908658126369826,0.0,0
45, Self-emp-inc,34091, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,38, United-States,0.0,22.36983790912885,1.0,1
44, Private,150533, Some-college,10, Separated, Craft-repair, Not-in-family, White, Male,55, United-States,0.0,20.951717836135604,0.0,0
32, Private,123429, 10th,6, Separated, Craft-repair, Not-in-family, White, Male,40, United-States,0.0,27.443999416376663,0.0,0
40, Private,349405, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,36, United-States,0.0,23.33559982175991,0.0,0
50, Self-emp-inc,198400, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,60, United-States,0.0,21.55036832600637,0.0,0
38, State-gov,108293, Masters,14, Never-married, Prof-specialty, Other-relative, White, Female,40, United-States,0.0,20.478379273552946,1.0,0
53, Private,321865, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0.0,25.87704993171927,1.0,1
30, Private,97521, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,0.0,24.154797142956227,1.0,1
46, Private,268358, 11th,7, Separated, Machine-op-inspct, Not-in-family, White, Female,40, United-States,1.0,25.045811270457328,0.0,0
50, Private,128798, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,0.0,21.26504543499017,0.0,1
21, Private,83141, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,53, United-States,1.0,20.637821077561814,0.0,0
17, Private,191260, 11th,7, Never-married, Other-service, Own-child, White, Male,10, United-States,0.0,25.15885782182845,0.0,0
47, Private,80924, Some-college,10, Widowed, Other-service, Not-in-family, White, Female,35, United-States,0.0,27.78995235741973,0.0,0
35, Private,89508, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States,0.0,26.761319953778962,1.0,1
20, Private,225395, 7th-8th,4, Never-married, Machine-op-inspct, Other-relative, White, Female,60, Mexico,0.0,23.12689063155025,0.0,0
42, Local-gov,175642, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,0.0,17.632611061232513,0.0,1
57, Private,47857, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,0.0,20.729066815404398,0.0,1
37, Private,292370, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Other, Male,50, ?,0.0,19.25904998680781,1.0,1
46, Private,99835, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States,0.0,19.67958869029776,1.0,1
44, Local-gov,165304, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0.0,20.51824692701692,1.0,1
39, Private,80004, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,0.0,26.461257078767357,0.0,0
79, Private,121318, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,20, United-States,0.0,22.72655611860213,0.0,0
33, Private,143653, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,30, United-States,1.0,25.19580712281575,1.0,0
67, Private,123393, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,1.0,24.893571139488586,0.0,0
34, Private,100669, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,40, United-States,0.0,23.97791022540537,1.0,1
26, Private,189238, 9th,5, Never-married, Other-service, Own-child, White, Female,38, El-Salvador,1.0,21.430302777967576,0.0,0
31, State-gov,176998, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States,0.0,23.59150505351263,1.0,1
35, Self-emp-not-inc,195744, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,50, United-States,0.0,23.268702531619482,0.0,0
30, Private,284395, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,1.0,22.78313358058107,0.0,0
59, Private,159008, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,20, United-States,0.0,22.277512803762,1.0,1
35, Private,331831, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0.0,24.781073653316174,1.0,0
33, Local-gov,119829, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,60, United-States,0.0,22.426407172113475,0.0,0
43, Private,48193, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,0.0,30.998480965520034,0.0,0
42, Private,297335, Assoc-acdm,12, Married-spouse-absent, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,31, Laos,1.0,25.363572895555677,0.0,0
55, ?,193895, 7th-8th,4, Divorced, ?, Unmarried, White, Female,40, United-States,0.0,25.246468005045863,0.0,0
35, Private,213208, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, Black, Male,38, Jamaica,0.0,23.845645312965804,0.0,0
18, ?,340117, 11th,7, Never-married, ?, Unmarried, Black, Female,50, United-States,0.0,25.35374768251472,0.0,0
29, Private,147755, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,22.451686521212526,0.0,0
76, Private,127016, 7th-8th,4, Widowed, Priv-house-serv, Not-in-family, White, Female,40, United-States,0.0,28.050149275850373,1.0,0
47, Private,244025, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,56, Puerto-Rico,0.0,21.89697728161069,0.0,0
46, Local-gov,344172, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,49, United-States,1.0,22.130251031853067,1.0,1
24, Private,51973, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,45, United-States,0.0,21.769003403132448,1.0,0
24, Private,100321, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,48, United-States,1.0,21.858535124055447,0.0,0
37, Private,112271, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,22.817259160916986,0.0,1
34, Self-emp-inc,157466, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,45, United-States,0.0,24.13541099486887,1.0,0
43, Self-emp-not-inc,130126, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,22.129031680103246,0.0,1
52, Private,155233, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,0.0,22.602585242074856,0.0,0
40, Private,214242, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,50, United-States,0.0,26.202927655462236,0.0,0
30, Private,308812, Some-college,10, Never-married, Sales, Not-in-family, White, Female,60, United-States,1.0,23.12893644469901,0.0,0
51, Federal-gov,223206, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, Vietnam,0.0,23.697126139795106,0.0,1
42, Private,34278, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,0.0,20.768584847258786,1.0,1
25, Self-emp-inc,98756, Some-college,10, Divorced, Adm-clerical, Own-child, White, Female,50, United-States,0.0,24.78401402712388,0.0,0
26, Self-emp-not-inc,318644, Prof-school,15, Never-married, Prof-specialty, Own-child, White, Male,20, United-States,1.0,21.44322772665474,1.0,0
38, Private,95336, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,0.0,25.406598194288375,1.0,1
45, Private,48495, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,42, United-States,0.0,18.965167573777816,0.0,1
18, Private,92008, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Female,28, United-States,1.0,21.494853891509976,0.0,0
31, Private,273324, Some-college,10, Never-married, Other-service, Own-child, White, Male,16, United-States,1.0,24.019853355677384,0.0,0
37, Private,200374, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0.0,23.390526837418733,0.0,1
23, Private,244408, Some-college,10, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,24, Vietnam,1.0,22.087134514741606,0.0,0
17, Private,238628, 11th,7, Never-married, Other-service, Own-child, White, Female,5, United-States,0.0,27.793175194073854,1.0,0
34, Self-emp-not-inc,56964, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,35, United-States,0.0,24.887228261823,0.0,0
24, Private,140001, HS-grad,9, Never-married, Sales, Own-child, White, Male,35, El-Salvador,1.0,21.00443144653173,1.0,0
43, Local-gov,231964, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,0.0,23.88500731735963,0.0,0
50, Private,306790, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,20.385714156267365,1.0,1
30, Private,231413, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,23.2053679306674,1.0,1
43, Federal-gov,25005, Masters,14, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,12, United-States,0.0,26.878247014459014,0.0,0
18, State-gov,191117, 11th,7, Never-married, Other-service, Own-child, White, Male,20, United-States,1.0,25.31895822689561,0.0,0
26, Private,239303, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, ?,0.0,25.252491435905853,0.0,0
41, Private,220132, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0.0,23.079479534369483,0.0,1
46, Private,187370, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,40, United-States,1.0,19.310017204377534,1.0,0
49, Self-emp-not-inc,219718, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0.0,20.866347137986384,0.0,1
27, Self-emp-not-inc,365110, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,20, United-States,0.0,20.80633404417017,0.0,0
59, ?,184948, Assoc-voc,11, Divorced, ?, Not-in-family, White, Male,48, United-States,0.0,23.855652833286037,1.0,0
57, ?,202903, 7th-8th,4, Married-civ-spouse, ?, Wife, White, Female,45, Puerto-Rico,0.0,22.92995979650516,0.0,0
31, Private,168521, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Female,50, United-States,0.0,21.06204879881732,0.0,0
